f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,label
0.0,0.0,0.0,-0.24272144,-0.17012383,-0.096534826,-0.51447093,-0.24515289,-0.14205682,-0.7542503,-0.26190698,-0.18543385,-0.9578638,-0.28722256,-0.23638079,-0.57057446,0.24634926,-0.0529173,-0.75291675,0.0899436,-0.11664095,-0.80186725,-0.012189452,-0.1822407,-0.82068264,-0.07302363,-0.22796996,-0.45085835,0.41799122,-0.04209467,-0.6032469,0.33350208,-0.089620605,-0.63123924,0.23011704,-0.15576124,-0.61442405,0.14009465,-0.20529954,-0.30882156,0.49859157,-0.041654907,-0.3770908,0.4685736,-0.12567142,-0.30420104,0.3757583,-0.19315508,-0.21675803,0.30516127,-0.22727235,-0.17026529,0.50929874,-0.044595663,-0.12456874,0.5116181,-0.12661752,-0.03852641,0.45425677,-0.16362093,0.039006975,0.40748966,-0.17726572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,monkey
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2593654,0.13123891,0.07820019,-0.489874,0.16550389,0.098876,-0.65351003,0.2069264,0.101056024,-0.7852269,0.2533342,0.09678311,-0.49403545,-0.21523567,0.030778088,-0.7215556,-0.27854037,0.0050680656,-0.8570559,-0.26989496,-0.0050171646,-0.9618863,-0.23988768,-0.012024989,-0.4792759,-0.20632349,-0.031231565,-0.74087846,-0.27096143,-0.065257885,-0.88557684,-0.23155564,-0.08170648,-0.98218423,-0.18792056,-0.09663078,-0.45310026,-0.097713165,-0.09040324,-0.73793197,-0.17353565,-0.13632491,-0.8855188,-0.15153034,-0.17236516,-0.97606647,-0.1216436,-0.19554085,-0.42325294,0.09885975,-0.13835344,-0.6143375,0.0879828,-0.19222105,-0.75456035,0.11242591,-0.23513253,-0.8658565,0.14080293,-0.2670446,monkey
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24411115,-0.14726678,-0.13274646,-0.5300485,-0.22488885,-0.15815598,-0.77297074,-0.25522768,-0.1672248,-0.9615675,-0.27456856,-0.16914842,-0.604401,0.13740848,0.01942291,-0.83167005,0.10856988,0.0046208315,-0.8707934,-0.012508054,-0.02468464,-0.86706215,-0.088934965,-0.036804102,-0.52801806,0.3114696,0.09109865,-0.73764926,0.28652012,0.07507922,-0.7598329,0.16756825,0.023622554,-0.7154594,0.070685185,0.0006416768,-0.44741544,0.42398512,0.14657697,-0.57554334,0.41739434,0.10385288,-0.51784813,0.3033881,0.045130204,-0.428165,0.21256949,0.029183721,-0.37659395,0.49084798,0.19546956,-0.4375348,0.52064383,0.15976588,-0.37846118,0.42539638,0.13808319,-0.30386904,0.3255116,0.14237972,monkey
0.0,0.0,0.0,-0.2897961,-0.11024861,-0.12901862,-0.56816465,-0.10994261,-0.23001228,-0.79558355,-0.114278086,-0.33288577,-0.9895552,-0.14415438,-0.44457078,-0.5113639,0.4364906,-0.1717071,-0.66348225,0.5499649,-0.31341264,-0.7345887,0.47687078,-0.42581367,-0.7956493,0.3716733,-0.49875596,-0.32755005,0.5723266,-0.17814481,-0.44361407,0.7464386,-0.29745647,-0.46199995,0.66384786,-0.38866925,-0.45954955,0.5535015,-0.45277518,-0.13367231,0.62711775,-0.19580945,-0.20155796,0.7974242,-0.31987092,-0.1702325,0.699693,-0.36670873,-0.1264084,0.5939546,-0.38826278,0.055213053,0.603639,-0.22187486,0.0301447,0.7379194,-0.31109282,0.051369794,0.6646498,-0.31706825,0.078962766,0.5780417,-0.31274855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,monkey
0.0,0.0,0.0,-0.23364744,-0.15216382,-0.105340146,-0.5261038,-0.21465817,-0.13375087,-0.7703001,-0.25182086,-0.15597127,-0.949939,-0.31243545,-0.18172593,-0.5473968,0.17934357,-0.019652616,-0.747424,0.2242091,-0.052715607,-0.81027746,0.17947951,-0.089419805,-0.8405991,0.116812915,-0.10810643,-0.44784814,0.3682407,0.026568333,-0.5981769,0.41789344,-0.015621677,-0.6242559,0.37701315,-0.080095865,-0.5931717,0.30033338,-0.11465686,-0.3441712,0.49225995,0.0635955,-0.3902393,0.5395961,-0.01387015,-0.27919742,0.47041392,-0.08416081,-0.1517693,0.3717005,-0.10493732,-0.24776036,0.55837333,0.098126814,-0.2203564,0.60742,0.037118662,-0.12037845,0.54946846,0.0087822005,-0.023341065,0.45905125,0.008762518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,monkey
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21690702,-0.1467384,0.016773859,-0.43021348,-0.20342861,0.013358831,-0.59203136,-0.16121545,-0.0035719147,-0.7096992,-0.10699506,-0.018518984,-0.458754,-0.28140554,-0.0023793424,-0.7122638,-0.3076062,-0.04269254,-0.8473687,-0.30232564,-0.05926096,-0.9593387,-0.28225738,-0.06643141,-0.48194697,-0.15976143,-0.029744947,-0.746568,-0.21718289,-0.08765827,-0.8564885,-0.22351602,-0.1072776,-0.9296254,-0.229573,-0.11161936,-0.48772156,0.0079727005,-0.05635752,-0.763672,-0.0050819824,-0.11763698,-0.7138597,0.02914796,-0.1053816,-0.6295555,0.045414347,-0.0753108,-0.47030625,0.21471053,-0.080348626,-0.6495084,0.221848,-0.11785967,-0.75089484,0.23395632,-0.1155697,-0.8279429,0.23819748,-0.102544285,monkey
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2556431,-0.12036875,-0.10125594,-0.54484016,-0.25583917,-0.12323931,-0.77500343,-0.30966514,-0.13720584,-0.94604445,-0.32403687,-0.1435952,-0.6277464,-0.15651652,0.023342963,-0.83817136,-0.18040057,-0.0024266583,-0.88342553,-0.18474059,-0.032711368,-0.9259325,-0.1645171,-0.053421408,-0.58676946,0.0059099225,0.060895506,-0.81987906,-0.0064498354,-0.01083782,-0.80653036,-0.0049926196,-0.07421248,-0.74884075,0.00485381,-0.09634887,-0.5346655,0.16318761,0.08496984,-0.74973756,0.15283191,0.0018211006,-0.69007075,0.104836784,-0.035745587,-0.59208304,0.07228506,-0.02907342,-0.47478175,0.32153332,0.10356797,-0.62738675,0.32438242,0.04954114,-0.6958231,0.30999085,0.02675784,-0.74943686,0.3015564,0.026994463,monkey
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2592482,-0.19250451,-0.11285826,-0.533748,-0.33045492,-0.13993676,-0.76167494,-0.352021,-0.15839797,-0.94422543,-0.32929978,-0.17169629,-0.61591333,-0.0049153534,0.026844433,-0.7296997,0.019897461,0.008849492,-0.70661455,0.029505938,-0.026596574,-0.69501495,0.055903893,-0.052589897,-0.5415726,0.18070166,0.07238091,-0.6549513,0.17219962,0.02280527,-0.61617446,0.14208657,-0.04985449,-0.54512084,0.11431271,-0.088312,-0.4585457,0.32792938,0.10417747,-0.5488804,0.33922666,0.031225342,-0.48385155,0.28178868,-0.027340997,-0.3959766,0.23087434,-0.04277997,-0.372393,0.45471537,0.13079515,-0.46481183,0.48766446,0.07695183,-0.49182153,0.4319415,0.05047026,-0.5063075,0.3717773,0.04721899,monkey
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24716924,-0.15306246,0.11372424,-0.4242774,-0.21361975,0.14674655,-0.542997,-0.18163964,0.1483843,-0.6461024,-0.13282226,0.14107992,-0.4683568,-0.28580868,0.073287964,-0.72238034,-0.29207224,0.047974586,-0.8589917,-0.28334144,0.0375229,-0.9662425,-0.25763413,0.031669468,-0.48433283,-0.19736482,-0.0086504845,-0.75337213,-0.22995235,-0.037524864,-0.8757718,-0.2086662,-0.04580527,-0.9566964,-0.17567764,-0.053403534,-0.47522336,-0.042471554,-0.08652695,-0.7469546,-0.07736775,-0.11829335,-0.8315698,-0.031658217,-0.12894896,-0.8718415,0.01699237,-0.13631342,-0.45042434,0.17517202,-0.15362193,-0.6352306,0.1747963,-0.19254853,-0.7602576,0.20965165,-0.21197243,-0.85732627,0.25565356,-0.2255215,monkey
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22247347,-0.17035542,0.07841752,-0.40746084,-0.22055344,0.08900469,-0.5429208,-0.16705899,0.07408929,-0.6437422,-0.1056148,0.056635585,-0.46579373,-0.29383117,0.03675967,-0.7199107,-0.28830734,0.008078914,-0.8478742,-0.26162094,-0.0038730898,-0.95444775,-0.22051793,-0.01090271,-0.48758465,-0.1734145,-0.02567199,-0.77510655,-0.22667553,-0.06087129,-0.89470285,-0.21802086,-0.06705564,-0.98117596,-0.193116,-0.0705828,-0.4877903,-0.006366954,-0.082962334,-0.78303915,-0.0072769118,-0.11819423,-0.76432353,0.04438585,-0.09810392,-0.7146086,0.08283852,-0.07631077,-0.4679973,0.20206885,-0.13374649,-0.6554924,0.22676484,-0.1594503,-0.7690742,0.25396264,-0.15379654,-0.86315167,0.2804588,-0.14618711,monkey
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22421141,-0.1484093,0.07002786,-0.40764317,-0.19621728,0.08491752,-0.5464987,-0.15170506,0.07681096,-0.6572811,-0.09683192,0.06556217,-0.46233144,-0.27273625,0.035451557,-0.7181596,-0.2727663,0.00016272688,-0.85799664,-0.26106474,-0.014787096,-0.9718604,-0.23555735,-0.022960393,-0.4771433,-0.17294434,-0.02357688,-0.7540946,-0.20325533,-0.06752407,-0.8691696,-0.19591942,-0.08087988,-0.94776726,-0.17888923,-0.087949865,-0.4709606,-0.021821804,-0.07983008,-0.7411746,-0.029443381,-0.13021334,-0.749971,0.007839803,-0.12774631,-0.72587764,0.0419892,-0.11550574,-0.44837853,0.18263906,-0.12919272,-0.6284548,0.1926379,-0.1781486,-0.7520263,0.22374977,-0.19406052,-0.8538727,0.26159295,-0.19940001,monkey
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21022737,-0.17394404,0.05930426,-0.3960321,-0.23574668,0.06858052,-0.5396558,-0.19510901,0.057778776,-0.6451495,-0.13572478,0.04597255,-0.45659596,-0.31221238,0.032494925,-0.71268165,-0.31734058,0.0059672976,-0.84932315,-0.29708007,-0.006433575,-0.96516484,-0.2616426,-0.013936373,-0.47802985,-0.18745764,-0.018036194,-0.753016,-0.24927264,-0.048099805,-0.8763746,-0.24520348,-0.055294797,-0.9689325,-0.2278205,-0.05992028,-0.48168603,-0.014576343,-0.06584433,-0.75151116,-0.028681235,-0.098949224,-0.77391285,0.01947775,-0.08714837,-0.765466,0.059089076,-0.07186402,-0.47098193,0.20112348,-0.10848302,-0.65022296,0.19979168,-0.1335838,-0.7643704,0.21786174,-0.13037126,-0.8619619,0.23927054,-0.1244602,monkey
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20409696,-0.15793924,0.057270102,-0.3925371,-0.21814436,0.06654413,-0.53286856,-0.17993045,0.05706354,-0.6355938,-0.126889,0.047096875,-0.45376283,-0.28639928,0.017156694,-0.7152778,-0.29918078,-0.013761441,-0.854686,-0.28098255,-0.021923274,-0.9706039,-0.2406825,-0.025777686,-0.47359678,-0.16978449,-0.032108672,-0.75559264,-0.22080491,-0.07003187,-0.87784755,-0.22165647,-0.07544436,-0.96525776,-0.20293815,-0.0781357,-0.47444195,-0.0038415024,-0.07805479,-0.76142985,-0.0050439886,-0.12264839,-0.7596945,0.045394097,-0.11101954,-0.7235805,0.085095964,-0.09311531,-0.45591468,0.20777112,-0.118228555,-0.6389585,0.20516539,-0.15998468,-0.7627732,0.22043176,-0.1693694,-0.87007326,0.23643845,-0.17060532,monkey
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21419993,-0.18444264,0.092027485,-0.38601217,-0.23924491,0.112422206,-0.51612854,-0.20008624,0.1082474,-0.6126636,-0.1595827,0.09752456,-0.44447207,-0.30116117,0.03487288,-0.6974662,-0.30959713,0.0062821917,-0.8331897,-0.27345577,-0.0041310843,-0.9427966,-0.22521174,-0.0104904985,-0.4629242,-0.18530764,-0.033436526,-0.7427362,-0.23765151,-0.06344649,-0.8780606,-0.22838382,-0.06690923,-0.978084,-0.20821038,-0.070397414,-0.4572191,-0.01262945,-0.09576712,-0.7354777,-0.016580354,-0.12824735,-0.79260087,0.017851941,-0.121384166,-0.8132051,0.04261696,-0.11454492,-0.4346061,0.2085313,-0.14935404,-0.6151616,0.22455019,-0.18715228,-0.7409752,0.23692474,-0.1961801,-0.85299224,0.24586591,-0.20037912,monkey
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22508103,-0.14277323,0.10605762,-0.3917521,-0.18082331,0.1304341,-0.4986674,-0.12162374,0.12628293,-0.5795117,-0.059747662,0.113971785,-0.4546078,-0.27146387,0.047517776,-0.7065269,-0.26565206,0.016917441,-0.8425826,-0.23285693,0.006407392,-0.953221,-0.18225545,-8.684909e-05,-0.4670621,-0.17237478,-0.03292639,-0.75004095,-0.2273504,-0.06789913,-0.88265806,-0.21589428,-0.07250452,-0.98398256,-0.17826456,-0.07572263,-0.45437732,-0.01377649,-0.10790301,-0.7360316,-0.0071241716,-0.14616182,-0.80141485,0.050998554,-0.14551975,-0.8350461,0.09920499,-0.1419588,-0.4255575,0.1989653,-0.17306,-0.6158641,0.22446144,-0.21872501,-0.7435066,0.24729954,-0.23471613,-0.8549837,0.2676454,-0.24375653,monkey
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2230031,-0.13265693,0.089799516,-0.4011331,-0.17129661,0.1127279,-0.5220737,-0.13468964,0.110000074,-0.62043446,-0.09370407,0.10330912,-0.45375362,-0.2713652,0.05415463,-0.70750433,-0.27877188,0.023331527,-0.8490609,-0.26356393,0.009155837,-0.97290874,-0.23118953,-0.003502549,-0.46930128,-0.17683533,-0.016649643,-0.7459309,-0.20028755,-0.054701917,-0.86147594,-0.18511598,-0.065214716,-0.94846743,-0.15701379,-0.07459557,-0.46210295,-0.026446838,-0.08461675,-0.73694354,-0.030663244,-0.12606613,-0.7838242,0.026760193,-0.12671843,-0.80411357,0.07963733,-0.124925725,-0.43999118,0.1730387,-0.14503403,-0.60889554,0.17457929,-0.19783379,-0.7356693,0.20745987,-0.22345918,-0.85207266,0.24623954,-0.24026577,monkey
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23575005,-0.113575555,0.11757914,-0.41763082,-0.15336747,0.14758013,-0.53970796,-0.10802117,0.14510332,-0.6419642,-0.06952807,0.13398813,-0.45254996,-0.28184348,0.07059557,-0.70325464,-0.2901737,0.04403336,-0.8375464,-0.26782966,0.032180157,-0.95302814,-0.22093372,0.02096506,-0.46435016,-0.21116841,-0.020820623,-0.7437589,-0.28762367,-0.056687288,-0.87335044,-0.26779833,-0.06610181,-0.97568935,-0.21915811,-0.07596452,-0.4537323,-0.060323384,-0.107978836,-0.7450118,-0.11415841,-0.14932546,-0.82372564,-0.06180745,-0.15692241,-0.87382144,-0.0045711263,-0.16302603,-0.43111932,0.16572933,-0.18442118,-0.6113979,0.1665827,-0.23924957,-0.74379545,0.1994194,-0.2671412,-0.86276346,0.24031587,-0.2876835,monkey
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21601628,-0.14410694,0.098932706,-0.39722687,-0.18627606,0.12425735,-0.5223861,-0.15272048,0.119707756,-0.61509997,-0.11560958,0.10852042,-0.45557112,-0.29178613,0.072202206,-0.69681597,-0.29340634,0.050825886,-0.8228459,-0.2532766,0.03827841,-0.9284502,-0.19690192,0.029237606,-0.46926498,-0.20028524,-0.003910156,-0.7424144,-0.25674888,-0.031464297,-0.87208915,-0.24370229,-0.045183532,-0.9774007,-0.21139501,-0.056165278,-0.46223658,-0.044682648,-0.07569528,-0.7297915,-0.058709953,-0.11046055,-0.76359093,-0.016772151,-0.114487864,-0.7732261,0.02138758,-0.11317211,-0.44291976,0.17218421,-0.13850611,-0.62214875,0.19356798,-0.17188025,-0.7409642,0.21796265,-0.18125127,-0.8481517,0.24335115,-0.18707825,monkey
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2196996,-0.1377146,0.102461435,-0.39322576,-0.18319134,0.12767626,-0.5030417,-0.13803335,0.123840384,-0.58706766,-0.0911205,0.11300973,-0.44239792,-0.27792597,0.058657933,-0.6859899,-0.28747788,0.033301316,-0.81575084,-0.25731957,0.023982376,-0.9250056,-0.20238523,0.017796015,-0.4573062,-0.18809217,-0.018252544,-0.7319394,-0.2594248,-0.052495137,-0.86809087,-0.24494189,-0.059475,-0.97906697,-0.2035384,-0.06365602,-0.45084092,-0.03487837,-0.09040613,-0.7273697,-0.048648257,-0.13029037,-0.76553804,-0.0028928684,-0.12810354,-0.77720326,0.036595456,-0.1199665,-0.4297366,0.17864172,-0.15322421,-0.6158425,0.20141883,-0.1945793,-0.7384653,0.22190788,-0.20645982,-0.84622616,0.24005027,-0.21157712,monkey
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23303232,-0.12105409,0.115395755,-0.41073528,-0.16009697,0.14764327,-0.52683896,-0.12547122,0.14677896,-0.61575305,-0.09037578,0.13568373,-0.4564933,-0.27030414,0.080358215,-0.70218855,-0.2698553,0.055142194,-0.8315665,-0.24116807,0.0413826,-0.93941367,-0.19124915,0.030118113,-0.47018382,-0.19823644,-0.0075566065,-0.74438214,-0.2547849,-0.03855462,-0.87412095,-0.2414885,-0.05028343,-0.9792474,-0.20266862,-0.06132248,-0.45887583,-0.053748738,-0.09196373,-0.7422407,-0.07949869,-0.12936543,-0.8255378,-0.030159818,-0.14000508,-0.8802966,0.01788307,-0.14774047,-0.43493155,0.1607456,-0.16605577,-0.616862,0.17085455,-0.21171531,-0.7443401,0.1989808,-0.2333362,-0.8587986,0.2306882,-0.2496101,monkey
